ID or #		Start	End	Type	Contig
gene-STM0057		67052	68400	complete	contig_2:2286658-2285310
cds-NP_459062.1		67052	68392	complete	contig_2:2286658-2285318
id-STM0057		68395	68400	complete	contig_2:2285315-2285310
gene-STM0058		68637	69680	complete	contig_2:2285073-2284030
cds-NP_459063.1		68637	69680	complete	contig_2:2285073-2284030
gene-STM0059		69703	70003	complete	contig_2:2284007-2283707
cds-NP_459064.1		69710	70003	complete	contig_2:2284000-2283707
id-STM0059		69703	69708	complete	contig_2:2284007-2284002
id-STM0059-2		69994	69999	complete	contig_2:2283716-2283711
gene-STM0060		69994	70869	complete	contig_2:2283716-2282841
cds-NP_459065.1		70000	70869	complete	contig_2:2283710-2282841
gene-STM0061		70873	72400	complete	contig_2:2282837-2281310
cds-NP_459066.1		70880	72400	complete	contig_2:2282830-2281310
id-STM0061		70873	70878	complete	contig_2:2282837-2282832
gene-STM0062		72394	72951	complete	contig_2:2281316-2280759
cds-NP_459067.1		72400	72951	complete	contig_2:2281310-2280759
id-STM0062		72394	72399	complete	contig_2:2281316-2281311
id-STM0062-2		72923	72928	complete	contig_2:2280787-2280782
gene-STM0063		72923	73837	complete	contig_2:2280787-2279873
cds-NP_459068.1		72929	73837	complete	contig_2:2280781-2279873
gene-STM0064		74007	74838	complete	contig_2:2279703-2278872
cds-NP_459069.1		74017	74838	complete	contig_2:2279693-2278872
id-STM0064		74007	74012	complete	contig_2:2279703-2279698
gene-STM0065		75088	75435	complete	contig_2:2278622-2278275
cds-NP_446529.1		75088	75435	complete	contig_2:2278622-2278275
id-NC_003197.2:75470..75484		75470	75484	complete	contig_2:2278240-2278226
gene-STM0066		75812	77028	complete	contig_2:2277898-2276682
cds-NP_459071.1		75880	77028	complete	contig_2:2277830-2276682
id-STM0066		75820	75832	complete	contig_2:2277890-2277878
id-STM0066-2		75852	75870	complete	contig_2:2277858-2277840
id-STM0066-3		75812	75820	complete	contig_2:2277898-2277890
id-STM0066-4		75836	75844	complete	contig_2:2277874-2277866
id-STM0066-5		75868	75873	complete	contig_2:2277842-2277837
gene-STM0067		77030	80274	complete	contig_2:2276680-2273436
cds-NP_459072.1		77047	80274	complete	contig_2:2276663-2273436
id-STM0067		77030	77035	complete	contig_2:2276680-2276675
id-NC_003197.2:80396..80420		80396	80420	complete	contig_2:2273314-2273290
id-NC_003197.2:80416..80436		80416	80436	complete	contig_2:2273294-2273274
gene-STM0068		80459	80943	complete	contig_2:2273251-2272767
cds-NP_459073.1		80548	80943	complete	contig_2:2273162-2272767
id-STM0068		80459	80467	complete	contig_2:2273251-2273243
id-STM0068-2		80486	80494	complete	contig_2:2273224-2273216
id-STM0068-3		80537	80542	complete	contig_2:2273173-2273168
gene-STM0069		81020	81627	complete	contig_2:2272690-2272083
cds-NP_459074.1		81020	81616	complete	contig_2:2272690-2272094
id-STM0069		81622	81627	complete	contig_2:2272088-2272083
gene-STM0070		81725	82523	complete	contig_2:2271985-2271187
cds-NP_459075.1		81725	82510	complete	contig_2:2271985-2271200
id-STM0070		82518	82523	complete	contig_2:2271192-2271187
gene-STM0071		82564	84131	complete	contig_2:2271146-2269579
cds-NP_459076.1		82564	84117	complete	contig_2:2271146-2269593
id-STM0071		84126	84131	complete	contig_2:2269584-2269579
gene-STM0072		84180	85410	complete	contig_2:2269530-2268300
cds-NP_459077.1		84180	85397	complete	contig_2:2269530-2268313
id-STM0072		85405	85410	complete	contig_2:2268305-2268300
gene-STM0073		85509	86662	complete	contig_2:2268201-2267048
cds-NP_459078.1		85509	86651	complete	contig_2:2268201-2267059
id-STM0073		86657	86662	complete	contig_2:2267053-2267048
gene-STM0074		86686	88216	complete	contig_2:2267024-2265494
cds-NP_459079.1		86686	88203	complete	contig_2:2267024-2265507
id-STM0074		88211	88216	complete	contig_2:2265499-2265494
id-NC_003197.2:88340..88366		88340	88366	complete	contig_2:2265370-2265344
id-NC_003197.2:88461..88489		88461	88489	complete	contig_2:2265249-2265221
id-NC_003197.2:88532..88552		88532	88552	complete	contig_2:2265178-2265158
gene-STM0075		88547	89454	complete	contig_2:2265163-2264256
cds-NP_459080.1		88684	89454	complete	contig_2:2265026-2264256
id-STM0075		88547	88555	complete	contig_2:2265163-2265155
id-STM0075-2		88574	88582	complete	contig_2:2265136-2265128
id-STM0075-3		88673	88678	complete	contig_2:2265037-2265032
gene-STM0076		89459	90411	complete	contig_2:2264251-2263299
cds-NP_459081.1		89470	90411	complete	contig_2:2264240-2263299
id-STM0076		89459	89464	complete	contig_2:2264251-2264246
gene-STM0077		90450	91747	complete	contig_2:2263260-2261963
cds-NP_459082.1		90461	91747	complete	contig_2:2263249-2261963
id-STM0077		90450	90455	complete	contig_2:2263260-2263255
gene-STM0078		91728	92031	complete	contig_2:2261982-2261679
cds-NP_459083.1		91744	92031	complete	contig_2:2261966-2261679
id-STM0078		91728	91733	complete	contig_2:2261982-2261977
gene-STM0079		92166	93518	complete	contig_2:2261544-2260192
cds-NP_459084.1		92178	93518	complete	contig_2:2261532-2260192
id-STM0079		92166	92171	complete	contig_2:2261544-2261539
gene-STM0080		93601	93837	complete	contig_2:2260109-2259873
cds-NP_459085.1		93607	93837	complete	contig_2:2260103-2259873
id-STM0080		93601	93606	complete	contig_2:2260109-2260104
gene-STM0081		94123	94547	complete	contig_2:2259587-2259163
cds-NP_459086.1		94131	94547	complete	contig_2:2259579-2259163
id-STM0081		94123	94128	complete	contig_2:2259587-2259582
gene-STM0082		94771	95069	complete	contig_2:2258939-2258641
cds-NP_459087.1		94771	95061	complete	contig_2:2258939-2258649
id-STM0082		95064	95069	complete	contig_2:2258646-2258641
gene-STM0083		95271	95465	complete	contig_2:2258439-2258245
cds-NP_446547.1		95271	95465	complete	contig_2:2258439-2258245
gene-STM0084		95952	97848	complete	contig_2:2257758-2255862
cds-NP_459089.1		95959	97848	complete	contig_2:2257751-2255862
id-STM0084		95952	95957	complete	contig_2:2257758-2257753
gene-STM0085		98245	98785	complete	contig_2:2255465-2254925
cds-NP_459090.1		98255	98785	complete	contig_2:2255455-2254925
id-STM0085		98245	98250	complete	contig_2:2255465-2255460
id-STM0085-2		98765	98770	complete	contig_2:2254945-2254940
gene-STM0086		98765	100640	complete	contig_2:2254945-2253070
cds-NP_459091.1		98778	100640	complete	contig_2:2254932-2253070
gene-STM0087		100826	101318	complete	contig_2:2252884-2252392
cds-NP_459092.1		100839	101318	complete	contig_2:2252871-2252392
id-STM0087		100826	100831	complete	contig_2:2252884-2252879
gene-STM0088		101424	102272	complete	contig_2:2252286-2251438
cds-NP_459093.1		101424	102272	complete	contig_2:2252286-2251438
gene-STM0089		102283	102674	complete	contig_2:2251427-2251036
cds-NP_459094.1		102283	102660	complete	contig_2:2251427-2251050
id-STM0089		102669	102674	complete	contig_2:2251041-2251036
gene-STM0090		102663	103484	complete	contig_2:2251047-2250226
cds-NP_459095.1		102663	103484	complete	contig_2:2251047-2250226
gene-STM0091		103481	104470	complete	contig_2:2250229-2249240
cds-NP_459096.1		103481	104470	complete	contig_2:2250229-2249240
gene-STM0092		104470	105767	complete	contig_2:2249240-2247943
cds-NP_459097.1		104470	105756	complete	contig_2:2249240-2247954
id-STM0092		105762	105767	complete	contig_2:2247948-2247943
gene-STM0093		105810	108170	complete	contig_2:2247900-2245540
cds-NP_459098.1		105810	108170	complete	contig_2:2247900-2245540
gene-STM0094		108413	109236	complete	contig_2:2245297-2244474
cds-NP_459099.1		108424	109236	complete	contig_2:2245286-2244474
id-STM0094		108413	108418	complete	contig_2:2245297-2245292
gene-STM0095		109331	110002	complete	contig_2:2244379-2243708
cds-NP_459100.1		109331	109990	complete	contig_2:2244379-2243720
id-STM0095		109997	110002	complete	contig_2:2243713-2243708
gene-STM0096		110002	112908	complete	contig_2:2243708-2240802
cds-NP_459101.1		110002	112908	complete	contig_2:2243708-2240802
gene-STM0097		113082	115445	complete	contig_2:2240628-2238265
cds-NP_459102.1		113082	115433	complete	contig_2:2240628-2238277
id-STM0097		115440	115445	complete	contig_2:2238270-2238265
gene-STM0098		115477	116102	complete	contig_2:2238233-2237608
cds-NP_459103.1		115477	116097	complete	contig_2:2238233-2237613
id-STM0098		116097	116102	complete	contig_2:2237613-2237608
gene-STM0099		116294	116601	complete	contig_2:2237416-2237109
cds-NP_446563.1		116299	116601	complete	contig_2:2237411-2237109
id-STM0099		116294	116299	complete	contig_2:2237416-2237411
gene-STM0100		116816	117235	complete	contig_2:2236894-2236475
cds-NP_459105.1		116816	117235	complete	contig_2:2236894-2236475
gene-STM0101		117241	117949	complete	contig_2:2236469-2235761
cds-NP_459106.1		117241	117936	complete	contig_2:2236469-2235774
id-STM0101		117944	117949	complete	contig_2:2235766-2235761
gene-STM0102		118077	119591	complete	contig_2:2235633-2234119
cds-NP_459107.1		118077	119579	complete	contig_2:2235633-2234131
id-STM0102		119586	119591	complete	contig_2:2234124-2234119
gene-STM0103		119590	121412	complete	contig_2:2234120-2232298
cds-NP_459108.1		119590	121299	complete	contig_2:2234120-2232411
id-STM0103		121352	121370	complete	contig_2:2232358-2232340
id-STM0103-2		121378	121396	complete	contig_2:2232332-2232314
id-STM0103-3		121307	121312	complete	contig_2:2232403-2232398
id-STM0103-4		121385	121393	complete	contig_2:2232325-2232317
id-STM0103-5		121404	121412	complete	contig_2:2232306-2232298
id-NC_003197.2:121374..121392		121374	121392	complete	contig_2:2232336-2232318
id-NC_003197.2:121406..121433		121406	121433	complete	contig_2:2232304-2232277
id-NC_003197.2:121412..121432		121412	121432	complete	contig_2:2232298-2232278
id-NC_003197.2:121430..121448		121430	121448	complete	contig_2:2232280-2232262
id-NC_003197.2:121464..121482		121464	121482	complete	contig_2:2232246-2232228
gene-STM0104		121528	122485	complete	contig_2:2232182-2231225
cds-NP_459109.1		121640	122485	complete	contig_2:2232070-2231225
id-STM0104		121590	121608	complete	contig_2:2232120-2232102
id-STM0104-2		121528	121536	complete	contig_2:2232182-2232174
id-STM0104-3		121552	121560	complete	contig_2:2232158-2232150
id-STM0104-4		121632	121637	complete	contig_2:2232078-2232073
id-NC_003197.2:121602..121620		121602	121620	complete	contig_2:2232108-2232090
gene-STM0105		122593	123371	complete	contig_2:2231117-2230339
cds-NP_459110.1		122604	123371	complete	contig_2:2231106-2230339
id-STM0105		122593	122598	complete	contig_2:2231117-2231112
gene-STM0106		123410	124136	complete	contig_2:2230300-2229574
cds-NP_459111.1		123410	124117	complete	contig_2:2230300-2229593
id-STM0106		124131	124136	complete	contig_2:2229579-2229574
gene-STM0107		124101	125728	complete	contig_2:2229609-2227982
cds-NP_459112.1		124101	125711	complete	contig_2:2229609-2227999
gene-STM0108		125687	126680	complete	contig_2:2228023-2227030
cds-NP_459113.1		125687	126670	complete	contig_2:2228023-2227040
id-STM0108		125723	125728	complete	contig_2:2227987-2227982
id-STM0108-2		126675	126680	complete	contig_2:2227035-2227030
gene-STM0109		126848	128522	complete	contig_2:2226862-2225188
cds-NP_459114.1		126848	128506	complete	contig_2:2226862-2225204
id-STM0109		128517	128522	complete	contig_2:2225193-2225188
gene-STM0110		129057	129674	complete	contig_2:2224653-2224036
cds-NP_459115.1		129057	129662	complete	contig_2:2224653-2224048
id-STM0110		129669	129674	complete	contig_2:2224041-2224036
gene-STM0111		129673	131086	complete	contig_2:2224037-2222624
cds-NP_459116.1		129673	131073	complete	contig_2:2224037-2222637
gene-STM0112		131076	132181	complete	contig_2:2222634-2221529
cds-NP_459117.1		131076	132167	complete	contig_2:2222634-2221543
id-STM0112		131081	131086	complete	contig_2:2222629-2222624
id-STM0112-2		132176	132181	complete	contig_2:2221534-2221529
gene-STM0113		132167	133758	complete	contig_2:2221543-2219952
cds-NP_459118.1		132167	133738	complete	contig_2:2221543-2219972
id-STM0113		133753	133758	complete	contig_2:2219957-2219952
gene-STM0114		133826	134057	complete	contig_2:2219884-2219653
cds-NP_459119.1		133826	133912	complete	contig_2:2219884-2219798
id-STM0114		133921	133926	complete	contig_2:2219789-2219784
id-STM0114-2		134030	134038	complete	contig_2:2219680-2219672
id-STM0114-3		134049	134057	complete	contig_2:2219661-2219653
gene-STM0115		134557	135513	complete	contig_2:2219153-2218197
cds-NP_459120.1		134569	135513	complete	contig_2:2219141-2218197
id-STM0115		134557	134562	complete	contig_2:2219153-2219148
id-NC_003197.2:135700..135712		135700	135712	complete	contig_2:2218010-2217998
id-NC_003197.2:135720..135732		135720	135732	complete	contig_2:2217990-2217978
gene-STM0116		135770	137559	complete	contig_2:2217940-2216151
cds-NP_459121.1		135898	137559	complete	contig_2:2217812-2216151
id-STM0116		135773	135795	complete	contig_2:2217937-2217915
id-STM0116-2		135836	135850	complete	contig_2:2217874-2217860
id-STM0116-3		135926	135938	complete	contig_2:2217784-2217772
id-STM0116-4		135928	135942	complete	contig_2:2217782-2217768
id-STM0116-5		135770	135778	complete	contig_2:2217940-2217932
id-STM0116-6		135797	135805	complete	contig_2:2217913-2217905
id-STM0116-7		135884	135889	complete	contig_2:2217826-2217821
gene-STM0117		137550	138053	complete	contig_2:2216160-2215657
cds-NP_459122.1		137562	138053	complete	contig_2:2216148-2215657
id-STM0117		137550	137555	complete	contig_2:2216160-2216155
gene-STM0118		138326	139341	complete	contig_2:2215384-2214369
cds-NP_459123.1		138337	139341	complete	contig_2:2215373-2214369
id-STM0118		138326	138331	complete	contig_2:2215384-2215379
gene-STM0119		139931	140405	complete	contig_2:2213779-2213305
cds-NP_459124.1		139947	140405	complete	contig_2:2213763-2213305
id-STM0119		139931	139936	complete	contig_2:2213779-2213774
id-STM0119-2		140388	140393	complete	contig_2:2213322-2213317
gene-STM0120		140388	141348	complete	contig_2:2213322-2212362
cds-NP_459125.1		140407	141348	complete	contig_2:2213303-2212362
gene-STM0121		141333	141710	complete	contig_2:2212377-2212000
cds-NP_459126.1		141345	141710	complete	contig_2:2212365-2212000
id-STM0121		141333	141338	complete	contig_2:2212377-2212372
gene-STM0122		141709	143492	complete	contig_2:2212001-2210218
cds-NP_459127.1		141726	143492	complete	contig_2:2211984-2210218
id-STM0122		141709	141714	complete	contig_2:2212001-2211996
gene-STM0123		143469	144966	complete	contig_2:2210241-2208744
cds-NP_459128.1		143479	144966	complete	contig_2:2210231-2208744
id-STM0123		143469	143474	complete	contig_2:2210241-2210236
gene-STM0124		144949	146321	complete	contig_2:2208761-2207389
cds-NP_459129.1		144963	146321	complete	contig_2:2208747-2207389
id-STM0124		144949	144954	complete	contig_2:2208761-2208756
gene-STM0125		146301	147397	complete	contig_2:2207409-2206313
cds-NP_459130.1		146315	147397	complete	contig_2:2207395-2206313
id-STM0125		146301	146306	complete	contig_2:2207409-2207404
id-STM0125-2		147386	147391	complete	contig_2:2206324-2206319
gene-STM0126		147386	148716	complete	contig_2:2206324-2204994
cds-NP_459131.1		147400	148716	complete	contig_2:2206310-2204994
gene-STM0127		148702	149960	complete	contig_2:2205008-2203750
cds-NP_459132.1		148716	149960	complete	contig_2:2204994-2203750
id-STM0127		148702	148707	complete	contig_2:2205008-2205003
gene-STM0128		149947	151024	complete	contig_2:2203763-2202686
cds-NP_459133.1		149957	151024	complete	contig_2:2203753-2202686
id-STM0128		149947	149952	complete	contig_2:2203763-2203758
gene-STM0129		151131	152618	complete	contig_2:2202579-2201092
cds-NP_459134.1		151143	152618	complete	contig_2:2202567-2201092
id-STM0129		151131	151136	complete	contig_2:2202579-2202574
gene-STM0130		152595	153531	complete	contig_2:2201115-2200179
cds-NP_459135.1		152611	153531	complete	contig_2:2201099-2200179
id-STM0130		152595	152600	complete	contig_2:2201115-2201110
id-STM0130-2		153375	153383	complete	contig_2:2200335-2200327
id-STM0130-3		153401	153409	complete	contig_2:2200309-2200301
id-STM0130-4		153514	153519	complete	contig_2:2200196-2200191
gene-STM0131		153375	154363	complete	contig_2:2200335-2199347
cds-NP_459136.1		153533	154363	complete	contig_2:2200177-2199347
id-STM0131		154346	154351	complete	contig_2:2199364-2199359
gene-STM0132		154346	155622	complete	contig_2:2199364-2198088
cds-NP_459137.1		154360	155622	complete	contig_2:2199350-2198088
gene-STM0133		155670	156834	complete	contig_2:2198040-2196876
cds-NP_459138.1		155683	156834	complete	contig_2:2198027-2196876
id-STM0133		155670	155675	complete	contig_2:2198040-2198035
gene-STM0134		156919	157852	complete	contig_2:2196791-2195858
cds-NP_459139.1		156935	157852	complete	contig_2:2196775-2195858
id-STM0134		156919	156924	complete	contig_2:2196791-2196786
gene-STM0135		158199	158627	complete	contig_2:2195511-2195083
cds-NP_459140.3		158199	158627	complete	contig_2:2195511-2195083
gene-STM0136		158689	161394	complete	contig_2:2195021-2192316
cds-NP_459141.1		158689	161394	complete	contig_2:2195021-2192316
gene-STM0137		161532	161941	complete	contig_2:2192178-2191769
cds-NP_459142.1		161546	161941	complete	contig_2:2192164-2191769
id-STM0137		161532	161537	complete	contig_2:2192178-2192173
gene-STM0138		162263	162465	complete	contig_2:2191447-2191245
